feedback,batch,experiment_id,focal_agent,model,seed,episode_days,scenario,baseline_stratum,baseline_policy_hash,adapted_policy_hash,opponent_policy_hashes,baseline_survival_days,adapted_survival_days,survival_gain,baseline_dead,adapted_dead,mortality_change,death_to_survival,survival_to_death,baseline_final_hp,adapted_final_hp,baseline_final_budget,adapted_final_budget,baseline_total_bid,adapted_total_bid,baseline_value,adapted_value,value_gain,improved,tied,degraded
OF,OF,exp_012,Cindy,claude-sonnet-5,42,20,medium,completed_20_days,351260060aea1c12,5b2e20c2a44831d2,"{""Alex"": ""ebb21a44a499d482"", ""Bob"": ""8799f7ff44748e92"", ""David"": ""e948dda8c702bd49"", ""Eric"": ""2925c476db59545d""}",20.0,20.0,0.0,0,0,0,0,0,10.0,8.0,622.5160786892675,903.7124204012817,3340.266979008508,3733.7395956015525,20.028750127608646,20.026219939844456,-0.002530187764190117,0,0,1
OF,OF,exp_012,Cindy,claude-sonnet-5,98,20,medium,completed_20_days,351260060aea1c12,5b2e20c2a44831d2,"{""Alex"": ""ebb21a44a499d482"", ""Bob"": ""8799f7ff44748e92"", ""David"": ""e948dda8c702bd49"", ""Eric"": ""2925c476db59545d""}",20.0,20.0,0.0,0,0,0,0,0,10.0,7.0,741.2504696723572,1251.8505712939098,3882.07825692222,3447.2623936759137,20.02969246404502,20.026601988661064,-0.003090475383956459,0,0,1
OF,OF,exp_012,Cindy,claude-sonnet-5,197,20,medium,completed_20_days,351260060aea1c12,5b2e20c2a44831d2,"{""Alex"": ""ebb21a44a499d482"", ""Bob"": ""8799f7ff44748e92"", ""David"": ""e948dda8c702bd49"", ""Eric"": ""2925c476db59545d""}",20.0,20.0,0.0,0,0,0,0,0,10.0,9.0,595.5613342382071,985.4037827883664,3194.958985753433,3562.0638674036595,20.028536201065382,20.029249236371335,0.0007130353059530137,1,0,0
OF,OF,exp_012,Cindy,claude-sonnet-5,666,20,medium,completed_20_days,351260060aea1c12,5b2e20c2a44831d2,"{""Alex"": ""ebb21a44a499d482"", ""Bob"": ""8799f7ff44748e92"", ""David"": ""e948dda8c702bd49"", ""Eric"": ""2925c476db59545d""}",20.0,20.0,0.0,0,0,0,0,0,8.0,7.0,810.2220387588386,1251.8505712939098,3838.463781425916,3450.0973936759137,20.02547795268856,20.026601988661064,0.001124035972502213,1,0,0
OF,OF,exp_013,Eric,claude-sonnet-5,10,20,medium,completed_20_days,1e0f62419fe48c4d,318a017863a965ef,"{""Alex"": ""f376239b299ac5cd"", ""Bob"": ""2210f4fe1fd9eb4d"", ""Cindy"": ""9d696440fd914eae"", ""David"": ""588d09673c4ba605""}",20.0,20.0,0.0,0,0,0,0,0,10.0,10.0,351.21140368250155,536.7950180434543,4004.3897241648465,3781.228789102763,20.026796015337435,20.028374107296287,0.0015780919588515019,1,0,0
OF,OF,exp_013,Eric,claude-sonnet-5,42,20,medium,completed_20_days,1e0f62419fe48c4d,318a017863a965ef,"{""Alex"": ""f376239b299ac5cd"", ""Bob"": ""2210f4fe1fd9eb4d"", ""Cindy"": ""9d696440fd914eae"", ""David"": ""588d09673c4ba605""}",20.0,20.0,0.0,0,0,0,0,0,10.0,10.0,15.716263676466212,295.4555420105635,3985.640958305385,4020.8621543528475,20.023943165507454,20.026321900867437,0.0023787353599828975,1,0,0
OF,OF,exp_013,Eric,claude-sonnet-5,98,20,medium,completed_20_days,1e0f62419fe48c4d,318a017863a965ef,"{""Alex"": ""f376239b299ac5cd"", ""Bob"": ""2210f4fe1fd9eb4d"", ""Cindy"": ""9d696440fd914eae"", ""David"": ""588d09673c4ba605""}",20.0,20.0,0.0,0,0,0,0,0,10.0,10.0,407.8056256278437,227.80873773589025,3710.397530314127,3746.462651980977,20.027277258721327,20.02574667293993,-0.0015305857813956436,0,0,1
OF,OF,exp_013,Eric,claude-sonnet-5,197,20,medium,completed_20_days,1e0f62419fe48c4d,318a017863a965ef,"{""Alex"": ""f376239b299ac5cd"", ""Bob"": ""2210f4fe1fd9eb4d"", ""Cindy"": ""9d696440fd914eae"", ""David"": ""588d09673c4ba605""}",20.0,20.0,0.0,0,0,0,0,0,9.0,10.0,238.9294052299985,149.4024865981622,3832.259640781428,3972.1131094253606,20.02346028405808,20.02507995311733,0.00161966905925226,1,0,0
OF,OF,exp_013,Eric,claude-sonnet-5,666,20,medium,completed_20_days,1e0f62419fe48c4d,318a017863a965ef,"{""Alex"": ""f376239b299ac5cd"", ""Bob"": ""2210f4fe1fd9eb4d"", ""Cindy"": ""9d696440fd914eae"", ""David"": ""588d09673c4ba605""}",20.0,20.0,0.0,0,0,0,0,0,10.0,5.0,332.56682583437737,409.3777263458381,3911.6196365523547,4253.924398723846,20.026637473008797,20.015385865019947,-0.011251607988850054,0,0,1
OF,OF,exp_014,David,claude-sonnet-5,10,20,medium,survived_days_10_19,a25100fbdd46c5b4,c65b2961bead7179,"{""Alex"": ""07b4d2c85a729996"", ""Bob"": ""f78aa2db6e9d3238"", ""Cindy"": ""b2e3f95836b3ad7b"", ""Eric"": ""2cfa27c869b2fd2a""}",17.0,6.0,-11.0,1,1,0,0,0,0.0,0.0,0.0,0.0,2958.648451586377,1067.9951936,17.0,6.0,-11.0,0,0,1
OF,OF,exp_014,David,claude-sonnet-5,42,20,medium,died_before_day_10,a25100fbdd46c5b4,c65b2961bead7179,"{""Alex"": ""07b4d2c85a729996"", ""Bob"": ""f78aa2db6e9d3238"", ""Cindy"": ""b2e3f95836b3ad7b"", ""Eric"": ""2cfa27c869b2fd2a""}",4.0,20.0,16.0,1,0,-1,1,0,0.0,9.0,0.0,16.72767287644899,522.6090456212369,2837.0614004896306,4.0,20.02167749513209,16.02167749513209,1,0,0
OF,OF,exp_014,David,claude-sonnet-5,98,20,medium,completed_20_days,a25100fbdd46c5b4,c65b2961bead7179,"{""Alex"": ""07b4d2c85a729996"", ""Bob"": ""f78aa2db6e9d3238"", ""Cindy"": ""b2e3f95836b3ad7b"", ""Eric"": ""2cfa27c869b2fd2a""}",20.0,20.0,0.0,0,0,0,0,0,9.0,7.0,118.69121312857513,127.08049027062498,2445.850535466189,2756.7304707894064,20.023194809719175,20.018557745390932,-0.004637064328242957,0,0,1
OF,OF,exp_014,David,claude-sonnet-5,197,20,medium,died_before_day_10,a25100fbdd46c5b4,c65b2961bead7179,"{""Alex"": ""07b4d2c85a729996"", ""Bob"": ""f78aa2db6e9d3238"", ""Cindy"": ""b2e3f95836b3ad7b"", ""Eric"": ""2cfa27c869b2fd2a""}",4.0,20.0,16.0,1,0,-1,1,0,0.0,10.0,0.0,26.12390963106961,517.5559890625,2697.7049573908243,4.0,20.024198272464748,16.024198272464748,1,0,0
OF,OF,exp_014,David,claude-sonnet-5,666,20,medium,died_before_day_10,a25100fbdd46c5b4,c65b2961bead7179,"{""Alex"": ""07b4d2c85a729996"", ""Bob"": ""f78aa2db6e9d3238"", ""Cindy"": ""b2e3f95836b3ad7b"", ""Eric"": ""2cfa27c869b2fd2a""}",6.0,20.0,14.0,1,0,-1,1,0,0.0,9.0,0.0,106.4059350091461,922.6266437766959,2632.424853872435,6.0,20.023011993080495,14.023011993080495,1,0,0
OF,OF,exp_015,Eric,claude-sonnet-5,10,20,medium,completed_20_days,96b4c121b95fad29,47e70a9b79c645b9,"{""Alex"": ""b9f021842e63f490"", ""Bob"": ""462358f650011b15"", ""Cindy"": ""120036cf709c0118"", ""David"": ""eb10a90a720a3d71""}",20.0,20.0,0.0,0,0,0,0,0,10.0,8.0,385.8694030555613,1016.3857591558565,2936.444698430543,3057.407397758471,20.02709072621646,20.02769035509486,0.0005996288784011483,1,0,0
OF,OF,exp_015,Eric,claude-sonnet-5,42,20,medium,completed_20_days,96b4c121b95fad29,47e70a9b79c645b9,"{""Alex"": ""b9f021842e63f490"", ""Bob"": ""462358f650011b15"", ""Cindy"": ""120036cf709c0118"", ""David"": ""eb10a90a720a3d71""}",20.0,20.0,0.0,0,0,0,0,0,9.0,10.0,720.0345927634017,1183.9930554594805,2847.2766082349062,2201.4993499475695,20.027551314564313,20.033877491968195,0.006326177403881417,1,0,0
OF,OF,exp_015,Eric,claude-sonnet-5,98,20,medium,completed_20_days,96b4c121b95fad29,47e70a9b79c645b9,"{""Alex"": ""b9f021842e63f490"", ""Bob"": ""462358f650011b15"", ""Cindy"": ""120036cf709c0118"", ""David"": ""eb10a90a720a3d71""}",20.0,20.0,0.0,0,0,0,0,0,10.0,10.0,551.0976171131842,1521.9627435414957,2637.9282486937095,1883.5259247679476,20.028495728036678,20.036751383873654,0.008255655836975961,1,0,0
OF,OF,exp_015,Eric,claude-sonnet-5,197,20,medium,completed_20_days,96b4c121b95fad29,47e70a9b79c645b9,"{""Alex"": ""b9f021842e63f490"", ""Bob"": ""462358f650011b15"", ""Cindy"": ""120036cf709c0118"", ""David"": ""eb10a90a720a3d71""}",20.0,20.0,0.0,0,0,0,0,0,9.0,10.0,1438.5766972820056,1508.2287335412418,2372.434257736867,2369.1712570413342,20.033661366473485,20.03663459807433,0.002973231600844173,1,0,0
OF,OF,exp_015,Eric,claude-sonnet-5,666,20,medium,completed_20_days,96b4c121b95fad29,47e70a9b79c645b9,"{""Alex"": ""b9f021842e63f490"", ""Bob"": ""462358f650011b15"", ""Cindy"": ""120036cf709c0118"", ""David"": ""eb10a90a720a3d71""}",20.0,20.0,0.0,0,0,0,0,0,7.0,7.0,785.9506591338493,945.5710365899092,2827.997654474102,2629.9401941197725,20.023349920570865,20.024707236705698,0.0013573161348325868,1,0,0
OF,OF,exp_016,David,claude-sonnet-5,10,20,medium,completed_20_days,080d63f001b51540,570cfa18cd4c596e,"{""Alex"": ""0ab63a5d175ab9c9"", ""Bob"": ""fc799296c60d74b7"", ""Cindy"": ""a25a8c3e9ffa9497"", ""Eric"": ""3357d2a6f4c69fc8""}",20.0,20.0,0.0,0,0,0,0,0,6.0,6.0,232.08573973702212,232.98685437198336,2502.432221016987,2539.174766721315,20.01773937112704,20.017752780571012,1.3409443972989266e-05,1,0,0
OF,OF,exp_016,David,claude-sonnet-5,42,20,medium,completed_20_days,080d63f001b51540,570cfa18cd4c596e,"{""Alex"": ""0ab63a5d175ab9c9"", ""Bob"": ""fc799296c60d74b7"", ""Cindy"": ""a25a8c3e9ffa9497"", ""Eric"": ""3357d2a6f4c69fc8""}",20.0,20.0,0.0,0,0,0,0,0,10.0,10.0,28.26010853881067,52.91234208552885,2579.5390884438,2634.7110650533577,20.02423006113897,20.024596909852463,0.0003668487134937948,1,0,0
OF,OF,exp_016,David,claude-sonnet-5,98,20,medium,completed_20_days,080d63f001b51540,570cfa18cd4c596e,"{""Alex"": ""0ab63a5d175ab9c9"", ""Bob"": ""fc799296c60d74b7"", ""Cindy"": ""a25a8c3e9ffa9497"", ""Eric"": ""3357d2a6f4c69fc8""}",20.0,20.0,0.0,0,0,0,0,0,7.0,9.0,192.4786829439361,132.2214111736854,2335.9545641600826,2631.7757143072317,20.019530932781905,20.02339615195199,0.0038652191700840888,1,0,0
OF,OF,exp_016,David,claude-sonnet-5,197,20,medium,completed_20_days,080d63f001b51540,570cfa18cd4c596e,"{""Alex"": ""0ab63a5d175ab9c9"", ""Bob"": ""fc799296c60d74b7"", ""Cindy"": ""a25a8c3e9ffa9497"", ""Eric"": ""3357d2a6f4c69fc8""}",20.0,20.0,0.0,0,0,0,0,0,10.0,10.0,36.36814770621669,52.32069499433092,2426.1547876281024,2327.8379807165275,20.024350716483724,20.02458810558027,0.00023738909654724694,1,0,0
OF,OF,exp_016,David,claude-sonnet-5,666,20,medium,died_before_day_10,080d63f001b51540,570cfa18cd4c596e,"{""Alex"": ""0ab63a5d175ab9c9"", ""Bob"": ""fc799296c60d74b7"", ""Cindy"": ""a25a8c3e9ffa9497"", ""Eric"": ""3357d2a6f4c69fc8""}",4.0,4.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,442.41237515803203,404.28100992926727,4.0,4.0,0.0,0,1,0
OF,OF,exp_017,Cindy,claude-sonnet-5,10,20,medium,completed_20_days,97e2ec151208e208,1292fdce5af25e15,"{""Alex"": ""d5788f63a432b73b"", ""Bob"": ""37ddb6e950b9250f"", ""David"": ""84f95ed104ec79ae"", ""Eric"": ""c7f4cd1e67183ac5""}",20.0,20.0,0.0,0,0,0,0,0,9.0,10.0,581.7810490214639,129.22843243999984,3870.4997866022654,4160.7883565274,20.02604588134144,20.024835146289206,-0.001210735052232792,0,0,1
OF,OF,exp_017,Cindy,claude-sonnet-5,42,20,medium,completed_20_days,97e2ec151208e208,1292fdce5af25e15,"{""Alex"": ""d5788f63a432b73b"", ""Bob"": ""37ddb6e950b9250f"", ""David"": ""84f95ed104ec79ae"", ""Eric"": ""c7f4cd1e67183ac5""}",20.0,20.0,0.0,0,0,0,0,0,10.0,10.0,445.88568329344366,533.9670242431115,3570.6910666782996,3399.266867460426,20.027348299073758,20.028047357335264,0.0006990582615067353,1,0,0
OF,OF,exp_017,Cindy,claude-sonnet-5,98,20,medium,completed_20_days,97e2ec151208e208,1292fdce5af25e15,"{""Alex"": ""d5788f63a432b73b"", ""Bob"": ""37ddb6e950b9250f"", ""David"": ""84f95ed104ec79ae"", ""Eric"": ""c7f4cd1e67183ac5""}",20.0,20.0,0.0,0,0,0,0,0,9.0,9.0,565.44264598272,607.7092194159015,3648.37705020288,3540.0638259291018,20.025916211476055,20.026251660471555,0.0003354489955000872,1,0,0
OF,OF,exp_017,Cindy,claude-sonnet-5,197,20,medium,completed_20_days,97e2ec151208e208,1292fdce5af25e15,"{""Alex"": ""d5788f63a432b73b"", ""Bob"": ""37ddb6e950b9250f"", ""David"": ""84f95ed104ec79ae"", ""Eric"": ""c7f4cd1e67183ac5""}",20.0,20.0,0.0,0,0,0,0,0,10.0,9.0,215.04394976965847,681.1414857191207,3681.9184242303418,3566.335328499514,20.02551622182357,20.026834456235868,0.0013182344122988354,1,0,0
OF,OF,exp_017,Cindy,claude-sonnet-5,666,20,medium,completed_20_days,97e2ec151208e208,1292fdce5af25e15,"{""Alex"": ""d5788f63a432b73b"", ""Bob"": ""37ddb6e950b9250f"", ""David"": ""84f95ed104ec79ae"", ""Eric"": ""c7f4cd1e67183ac5""}",20.0,20.0,0.0,0,0,0,0,0,7.0,7.0,485.0123882874543,467.8502507265,3843.106013561019,4001.1612403504714,20.020515971335616,20.020379763894656,-0.00013620744095987902,0,0,1
OF,OF,exp_018,Cindy,claude-sonnet-5,10,20,medium,completed_20_days,19730be1d6fdac21,e30d0ff50e6da514,"{""Alex"": ""d5aef2b2978190db"", ""Bob"": ""9b7e7a33b51205c3"", ""David"": ""445dbbda431b0756"", ""Eric"": ""ebb42cb7d4e83fdd""}",20.0,20.0,0.0,0,0,0,0,0,9.0,6.0,518.275110467315,559.4100812571426,4288.396007518065,4423.468232544953,20.02554186595609,20.018725476835375,-0.006816389120714916,0,0,1
OF,OF,exp_018,Cindy,claude-sonnet-5,42,20,medium,completed_20_days,19730be1d6fdac21,e30d0ff50e6da514,"{""Alex"": ""d5aef2b2978190db"", ""Bob"": ""9b7e7a33b51205c3"", ""David"": ""445dbbda431b0756"", ""Eric"": ""ebb42cb7d4e83fdd""}",20.0,20.0,0.0,0,0,0,0,0,10.0,10.0,135.9308765000004,395.81323840479985,4763.515014999999,4575.499315259199,20.02488834028968,20.026950898717498,0.002062558427816441,1,0,0
OF,OF,exp_018,Cindy,claude-sonnet-5,98,20,medium,completed_20_days,19730be1d6fdac21,e30d0ff50e6da514,"{""Alex"": ""d5aef2b2978190db"", ""Bob"": ""9b7e7a33b51205c3"", ""David"": ""445dbbda431b0756"", ""Eric"": ""ebb42cb7d4e83fdd""}",20.0,20.0,0.0,0,0,0,0,0,10.0,10.0,177.47189509224995,111.05458116335998,4423.8715327470845,4147.874500827274,20.02521803091343,20.02469090937431,-0.0005271215391182693,0,0,1
OF,OF,exp_018,Cindy,claude-sonnet-5,197,20,medium,completed_20_days,19730be1d6fdac21,e30d0ff50e6da514,"{""Alex"": ""d5aef2b2978190db"", ""Bob"": ""9b7e7a33b51205c3"", ""David"": ""445dbbda431b0756"", ""Eric"": ""ebb42cb7d4e83fdd""}",20.0,20.0,0.0,0,0,0,0,0,9.0,9.0,358.78513000000004,429.3652829999998,4294.5554274999995,4204.306350600001,20.024276072460317,20.024836232404763,0.0005601599444453598,1,0,0
OF,OF,exp_018,Cindy,claude-sonnet-5,666,20,medium,completed_20_days,19730be1d6fdac21,e30d0ff50e6da514,"{""Alex"": ""d5aef2b2978190db"", ""Bob"": ""9b7e7a33b51205c3"", ""David"": ""445dbbda431b0756"", ""Eric"": ""ebb42cb7d4e83fdd""}",20.0,20.0,0.0,0,0,0,0,0,10.0,10.0,131.5071315308102,207.4456967787496,4417.9288426427365,4354.089914800264,20.024853231202627,20.025455918228403,0.0006026870257755945,1,0,0
OF,OF,exp_019,Bob,claude-sonnet-5,10,20,medium,completed_20_days,95faad1c498c7e3a,7e2aa1a892c605e8,"{""Alex"": ""740a411d23803044"", ""Cindy"": ""a5f512456fefc8bc"", ""David"": ""e66fa0ddda03f048"", ""Eric"": ""391239e5cfb14fb0""}",20.0,20.0,0.0,0,0,0,0,0,10.0,10.0,108.12791016869295,154.74286720956752,2684.8677510609223,2755.968722505853,20.025239787171543,20.0258563871324,0.000616599960856945,1,0,0
OF,OF,exp_019,Bob,claude-sonnet-5,42,20,medium,completed_20_days,95faad1c498c7e3a,7e2aa1a892c605e8,"{""Alex"": ""740a411d23803044"", ""Cindy"": ""a5f512456fefc8bc"", ""David"": ""e66fa0ddda03f048"", ""Eric"": ""391239e5cfb14fb0""}",20.0,15.0,-5.0,0,1,1,0,1,7.0,0.0,190.0,0.0,2994.6349680959693,2409.1751103444035,20.019179894179896,15.0,-5.019179894179896,0,0,1
OF,OF,exp_019,Bob,claude-sonnet-5,98,20,medium,survived_days_10_19,95faad1c498c7e3a,7e2aa1a892c605e8,"{""Alex"": ""740a411d23803044"", ""Cindy"": ""a5f512456fefc8bc"", ""David"": ""e66fa0ddda03f048"", ""Eric"": ""391239e5cfb14fb0""}",18.0,20.0,2.0,1,0,-1,1,0,-2.0,7.0,0.0,120.0,3172.9473064590784,2916.1808940562732,18.0,20.01825396825397,2.018253968253969,1,0,0
OF,OF,exp_019,Bob,claude-sonnet-5,197,20,medium,completed_20_days,95faad1c498c7e3a,7e2aa1a892c605e8,"{""Alex"": ""740a411d23803044"", ""Cindy"": ""a5f512456fefc8bc"", ""David"": ""e66fa0ddda03f048"", ""Eric"": ""391239e5cfb14fb0""}",20.0,20.0,0.0,0,0,0,0,0,9.0,10.0,190.0,191.2654752420755,3035.3042889157723,2911.990129754881,20.0239417989418,20.026339490413253,0.0023976914714545217,1,0,0
OF,OF,exp_019,Bob,claude-sonnet-5,666,20,medium,completed_20_days,95faad1c498c7e3a,7e2aa1a892c605e8,"{""Alex"": ""740a411d23803044"", ""Cindy"": ""a5f512456fefc8bc"", ""David"": ""e66fa0ddda03f048"", ""Eric"": ""391239e5cfb14fb0""}",20.0,20.0,0.0,0,0,0,0,0,7.0,6.0,259.275,253.79999999999998,3197.1310996088196,2964.6298569401683,20.02009623015873,20.017642857142857,-0.0024533730158751155,0,0,1
OF,OF,exp_020,Bob,claude-sonnet-5,10,20,medium,completed_20_days,533fa8063277a181,0b7a518746aed3db,"{""Alex"": ""f2253a28e6638bb7"", ""Cindy"": ""ad97d5fa70a70618"", ""David"": ""f4333c857d88f312"", ""Eric"": ""af6bc92a9ad8897b""}",20.0,20.0,0.0,0,0,0,0,0,6.0,9.0,314.1993975343328,110.00015295840001,3051.7489163420396,2732.6067254719196,20.018441790972677,20.02288359990686,0.004441808934181779,1,0,0
OF,OF,exp_020,Bob,claude-sonnet-5,42,20,medium,died_before_day_10,533fa8063277a181,0b7a518746aed3db,"{""Alex"": ""f2253a28e6638bb7"", ""Cindy"": ""ad97d5fa70a70618"", ""David"": ""f4333c857d88f312"", ""Eric"": ""af6bc92a9ad8897b""}",4.0,20.0,16.0,1,0,-1,1,0,0.0,10.0,0.0,20.090100998450993,585.090832176,2860.055597897284,4.0,20.02407526588622,16.02407526588622,1,0,0
OF,OF,exp_020,Bob,claude-sonnet-5,98,20,medium,completed_20_days,533fa8063277a181,0b7a518746aed3db,"{""Alex"": ""f2253a28e6638bb7"", ""Cindy"": ""ad97d5fa70a70618"", ""David"": ""f4333c857d88f312"", ""Eric"": ""af6bc92a9ad8897b""}",20.0,20.0,0.0,0,0,0,0,0,6.0,7.0,59.107754882812515,203.016142645425,3311.276319751775,2884.6528092477784,20.015067562895275,20.019352065378907,0.004284502483631769,1,0,0
OF,OF,exp_020,Bob,claude-sonnet-5,197,20,medium,completed_20_days,533fa8063277a181,0b7a518746aed3db,"{""Alex"": ""f2253a28e6638bb7"", ""Cindy"": ""ad97d5fa70a70618"", ""David"": ""f4333c857d88f312"", ""Eric"": ""af6bc92a9ad8897b""}",20.0,20.0,0.0,0,0,0,0,0,9.0,10.0,172.57894977075617,26.20051119552855,3172.798237500811,2890.127885038823,20.023711361769454,20.02415609141793,0.00044472964847486196,1,0,0
OF,OF,exp_020,Bob,claude-sonnet-5,666,20,medium,completed_20_days,533fa8063277a181,0b7a518746aed3db,"{""Alex"": ""f2253a28e6638bb7"", ""Cindy"": ""ad97d5fa70a70618"", ""David"": ""f4333c857d88f312"", ""Eric"": ""af6bc92a9ad8897b""}",20.0,20.0,0.0,0,0,0,0,0,9.0,7.0,137.92109838787496,170.377669096,3163.7497791280307,3104.7913445868,20.02325292458185,20.018920339538308,-0.004332585043542281,0,0,1
OF,OF,exp_021,Bob,claude-sonnet-5,10,20,medium,completed_20_days,35a7e8164a8daf1b,4c109512f699043a,"{""Alex"": ""445d044a4ede0f6b"", ""Cindy"": ""59f9abf2f54bb62b"", ""David"": ""e6450a5b1df75d88"", ""Eric"": ""ed9a0acc15280b34""}",20.0,20.0,0.0,0,0,0,0,0,9.0,9.0,109.86224624614741,110.14881800855554,2637.6061133888998,2091.9309680891806,20.022881775743997,20.022885566375773,3.7906317764679898e-06,1,0,0
OF,OF,exp_021,Bob,claude-sonnet-5,42,20,medium,completed_20_days,35a7e8164a8daf1b,4c109512f699043a,"{""Alex"": ""445d044a4ede0f6b"", ""Cindy"": ""59f9abf2f54bb62b"", ""David"": ""e6450a5b1df75d88"", ""Eric"": ""ed9a0acc15280b34""}",20.0,20.0,0.0,0,0,0,0,0,10.0,10.0,15.979573942637685,15.956425443130414,2570.2574258541467,2574.3817646123625,20.02402089383522,20.024020587638137,-3.0619708368817555e-07,0,0,1
OF,OF,exp_021,Bob,claude-sonnet-5,98,20,medium,completed_20_days,35a7e8164a8daf1b,4c109512f699043a,"{""Alex"": ""445d044a4ede0f6b"", ""Cindy"": ""59f9abf2f54bb62b"", ""David"": ""e6450a5b1df75d88"", ""Eric"": ""ed9a0acc15280b34""}",20.0,20.0,0.0,0,0,0,0,0,9.0,9.0,111.70798388678466,118.35259105616876,2586.348163581857,2580.0330115101287,20.022906190263054,20.02299408189228,8.789162922440141e-05,1,0,0
OF,OF,exp_021,Bob,claude-sonnet-5,197,20,medium,completed_20_days,35a7e8164a8daf1b,4c109512f699043a,"{""Alex"": ""445d044a4ede0f6b"", ""Cindy"": ""59f9abf2f54bb62b"", ""David"": ""e6450a5b1df75d88"", ""Eric"": ""ed9a0acc15280b34""}",20.0,20.0,0.0,0,0,0,0,0,10.0,10.0,166.44792781904385,189.2473519270365,2239.6127738663,2207.7765790624744,20.026011215976443,20.02631279566041,0.0003015796839669349,1,0,0
OF,OF,exp_021,Bob,claude-sonnet-5,666,20,medium,completed_20_days,35a7e8164a8daf1b,4c109512f699043a,"{""Alex"": ""445d044a4ede0f6b"", ""Cindy"": ""59f9abf2f54bb62b"", ""David"": ""e6450a5b1df75d88"", ""Eric"": ""ed9a0acc15280b34""}",20.0,20.0,0.0,0,0,0,0,0,9.0,9.0,113.02251659257982,117.78421992881368,2482.982849940299,2467.2964309952986,20.022923578261807,20.022986563755673,6.29854938658525e-05,1,0,0
OF,OF,exp_022,Bob,claude-sonnet-5,10,20,medium,survived_days_10_19,6ea15005af28eaed,00d765b2c59390ed,"{""Alex"": ""f3048c821118d591"", ""Cindy"": ""8bd554ec80574328"", ""David"": ""39fa0e0f00097122"", ""Eric"": ""b2c21949d18e7045""}",19.0,20.0,1.0,1,0,-1,1,0,0.0,7.0,0.0,180.0,3354.1068159077963,2699.2427533862337,19.0,20.01904761904762,1.019047619047619,1,0,0
OF,OF,exp_022,Bob,claude-sonnet-5,42,20,medium,completed_20_days,6ea15005af28eaed,00d765b2c59390ed,"{""Alex"": ""f3048c821118d591"", ""Cindy"": ""8bd554ec80574328"", ""David"": ""39fa0e0f00097122"", ""Eric"": ""b2c21949d18e7045""}",20.0,20.0,0.0,0,0,0,0,0,3.0,3.0,194.95417695977775,209.9876470489799,3362.4513600689916,3132.811819043177,20.00972161609735,20.009920471521813,0.0001988554244611862,1,0,0
OF,OF,exp_022,Bob,claude-sonnet-5,98,20,medium,completed_20_days,6ea15005af28eaed,00d765b2c59390ed,"{""Alex"": ""f3048c821118d591"", ""Cindy"": ""8bd554ec80574328"", ""David"": ""39fa0e0f00097122"", ""Eric"": ""b2c21949d18e7045""}",20.0,4.0,-16.0,0,1,1,0,1,4.0,0.0,44.61816582336064,0.0,3597.3531011289942,643.8864,20.010113996902426,4.0,-16.010113996902426,0,0,1
OF,OF,exp_022,Bob,claude-sonnet-5,197,20,medium,completed_20_days,6ea15005af28eaed,00d765b2c59390ed,"{""Alex"": ""f3048c821118d591"", ""Cindy"": ""8bd554ec80574328"", ""David"": ""39fa0e0f00097122"", ""Eric"": ""b2c21949d18e7045""}",20.0,20.0,0.0,0,0,0,0,0,7.0,7.0,117.47928465255075,144.17554336024088,3566.133529724088,3238.4467910469884,20.018220625458365,20.018573750573548,0.0003531251151827064,1,0,0
OF,OF,exp_022,Bob,claude-sonnet-5,666,20,medium,completed_20_days,6ea15005af28eaed,00d765b2c59390ed,"{""Alex"": ""f3048c821118d591"", ""Cindy"": ""8bd554ec80574328"", ""David"": ""39fa0e0f00097122"", ""Eric"": ""b2c21949d18e7045""}",20.0,20.0,0.0,0,0,0,0,0,2.0,6.0,272.50798866288244,115.12850346628306,3477.3705648350956,2839.238233817243,20.008366507786548,20.01580857808818,0.007442070301632242,1,0,0
OF,OF,exp_023,Bob,claude-sonnet-5,10,20,medium,completed_20_days,672b3fd48dfd2970,2fab398cac650da0,"{""Alex"": ""62c8abe64aa61554"", ""Cindy"": ""81b48407f0426e1c"", ""David"": ""f50e1b2b1578bb41"", ""Eric"": ""91d8c99ec36e667b""}",20.0,20.0,0.0,0,0,0,0,0,7.0,7.0,180.0,180.0,2910.0199999999995,2435.96,20.01904761904762,20.01904761904762,0.0,0,1,0
OF,OF,exp_023,Bob,claude-sonnet-5,42,20,medium,completed_20_days,672b3fd48dfd2970,2fab398cac650da0,"{""Alex"": ""62c8abe64aa61554"", ""Cindy"": ""81b48407f0426e1c"", ""David"": ""f50e1b2b1578bb41"", ""Eric"": ""91d8c99ec36e667b""}",20.0,20.0,0.0,0,0,0,0,0,10.0,10.0,0.0,49.5,3306.1549999999997,2969.6633,20.023809523809526,20.024464285714284,0.0006547619047587716,1,0,0
OF,OF,exp_023,Bob,claude-sonnet-5,98,20,medium,completed_20_days,672b3fd48dfd2970,2fab398cac650da0,"{""Alex"": ""62c8abe64aa61554"", ""Cindy"": ""81b48407f0426e1c"", ""David"": ""f50e1b2b1578bb41"", ""Eric"": ""91d8c99ec36e667b""}",20.0,20.0,0.0,0,0,0,0,0,5.0,5.0,31.152909999999963,25.17387199999996,3433.54709,3307.616128,20.01231683743386,20.01223774962963,-7.908780423093731e-05,0,0,1
